Name,Store Number,City,State,Zip Code,Latitude,Longitude,County,ID
CVS,5304,Raceland,LA,70394,29.7039627714844,-90.56624969467522,Lafourche Parish,6034
CVS,2930,Las Vegas,NV,89121,36.114374,-115.074256,Clark County,6035
CVS,2105,Acworth,GA,30102,34.09263339834778,-84.61417039367012,Cherokee County,6036
CVS,17557,Reading,PA,19606,40.30887206193637,-75.8594603607379,Berks County,6037
CVS,7973,Kissimmee,FL,34746,28.1551177525894,-81.44075462424554,Osceola County,6038
CVS,3982,Hollywood,FL,33021,26.03357943148452,-80.18968792862306,Broward County,6039
CVS,3069,Newbury Park,CA,91320,34.17116218050414,-118.9561662822962,Ventura County,6040
CVS,1175,Hudson,NH,3051,42.77945358000461,-71.4452292335629,Hillsborough County,6041
CVS,7467,Azle,TX,76020,32.89981072072247,-97.54335833513124,Tarrant County,6042
CVS,4612,Niceville,FL,32578,30.48419536424772,-86.4162534289062,Okaloosa County,6043
CVS,10237,Rockaway,NJ,7866,40.8859856,-74.5300785,Morris County,6044
CVS,5668,Madisonville,TN,37354,35.514968385844185,-84.35960347907381,Monroe County,6045
CVS,7504,Macon,GA,31216,32.74479789841165,-83.72214697301388,Bibb County,6046
CVS,5589,Saint Augustine,FL,32086,29.799823648696737,-81.31958040967788,St Johns County,6047
CVS,16853,Balcones Heights,TX,78201,29.494482513874416,-98.5507827134918,Bexar County,6048
CVS,17564,Malvern,PA,19355,40.04864095000005,-75.52037096999999,Chester County,6049
CVS,9181,Encinitas,CA,92024,33.04634447027712,-117.28320546448232,San Diego County,6050
CVS,7512,Shallotte,NC,28470,33.98086284525736,-78.3732297647746,Brunswick County,6051
CVS,16744,Eugene,OR,97402,44.04871640288854,-123.17129739140168,Lane County,6052
CVS,9671,Kaneohe,HI,96744,21.42073913197836,-157.802071671793,Honolulu County,6053
CVS,1308,Inwood,WV,25428,39.35703444010821,-78.03917776698363,Berkeley County,6054
CVS,9760,Anaheim,CA,92807,33.844928,-117.775542,Orange County,6055
CVS,5411,Sandy Springs,GA,30342,33.879490728969536,-84.38043763198579,Fulton County,6056
CVS,16580,Midlothian,VA,23112,37.42141053,-77.6334564,Chesterfield County,6057
CVS,1408,Alexandria,VA,22304,38.82892701351187,-77.10951788104508,,6058
CVS,17266,Harrisburg,PA,17111,40.2466489,-76.8062473,Dauphin County,6059
CVS,4369,Pittsburgh,PA,15213,40.45172108206644,-79.95155503973366,Allegheny County,6060
CVS,17627,Virginia Beach,VA,23462,36.846816,-76.133797,Virginia Beach City,6061
CVS,17431,Cleveland,TN,37312,35.21687912297016,-84.8656691685278,Bradley County,6062
CVS,7271,Abilene,TX,79606,32.39508683820203,-99.76299019530416,Taylor County,6063
CVS,17203,Keene,NH,3431,42.932016,-72.288509,Cheshire County,6064
CVS,6978,Wichita Falls,TX,76310,33.85859764632658,-98.56170672999998,Wichita County,6065
CVS,17508,Davis,CA,95618,38.55397963239,-121.69977360963006,Yolo County,6066
CVS,9532,Oceanside,CA,92057,33.23813237735509,-117.29847791688712,San Diego County,6067
CVS,17604,Lakewood,CO,80226,39.7076356,-105.0789401,Jefferson County,6068
CVS,10579,Alamo Heights,TX,78209,29.4684872,-98.4633703,Bexar County,6069
CVS,16800,Dothan,AL,36303,31.266217248994906,-85.44621530547944,Houston County,6070
CVS,16393,Bowie,MD,20716,38.952534730000025,-76.72293945999996,Prince George's County,6071
CVS,1494,Bethesda,MD,20816,38.94950484802421,-77.11804546662704,Montgomery County,6072
CVS,9843,Fallon,NV,89406,39.47432328969702,-118.78233682149582,Churchill County,6073
CVS,7623,Dallas,TX,75287,32.99705285304263,-96.82787334877662,Collin County,6074
CVS,906,Troy,NY,12182,42.7704807,-73.6797873,Rensselaer County,6075
CVS,3291,Davie,FL,33328,26.063701,-80.251543,Broward County,6076
CVS,16898,Birmingham,AL,35242,33.425259,-86.7125552,Shelby County,6077
CVS,2066,Baltimore,MD,21209,39.34515288432958,-76.64025938138367,,6078
CVS,9946,Santa Rosa,CA,95401,38.43303524000004,-122.74401859999996,Sonoma County,6079
CVS,2762,Somerset,NJ,8873,40.52900437785618,-74.54112170264126,Somerset County,6080
CVS,16522,Williamsburg,VA,23188,37.27124927,-76.76108887,James City County,6081
CVS,9568,Torrance,CA,90503,33.83932767203227,-118.36271261796357,Los Angeles County,6082
CVS,2484,Marion,IN,46953,40.51385323418703,-85.67245810429915,Grant County,6083
CVS,17237,Yulee,FL,32097,30.630443,-81.552968,Nassau County,6084
CVS,5195,Sanford,FL,32771,28.810900733125575,-81.33178995922209,Seminole County,6085
CVS,2960,Port Jefferson,NY,11777,40.942039818460984,-73.06669279932977,Suffolk County,6086
CVS,5596,Columbia,SC,29203,34.046268614218796,-81.03409007119865,Richland County,6087
CVS,16244,Louisville,KY,40220,38.21544656283258,-85.59548825206544,Jefferson County,6088
CVS,9234,Fremont,CA,94539,37.4921976981663,-121.92757630429917,Alameda County,6089
CVS,11016,Mobile,AL,36608,30.675282282405643,-88.16960530356599,Mobile County,6090
CVS,6830,Belleville,IL,62226,38.542083,-90.024796,St. Clair County,6091
CVS,2702,Colonie,NY,12205,42.716440435219326,-73.81178969698364,Albany County,6092
CVS,944,South Yarmouth,MA,2664,41.68514276349271,-70.2093130570188,Barnstable County,6093
CVS,17387,Rochester,MN,55904,43.95479056837354,-92.4648811854422,Olmsted County,6094
CVS,52,Phoenix,AZ,85048,33.30459962581358,-111.98089730366864,Maricopa County,6095
CVS,10767,Pittsburgh,PA,15217,40.41459588000003,-79.92264351999995,Allegheny County,6096
CVS,2070,Jamaica Plain,MA,2130,42.319458256672526,-71.11214479431511,Suffolk County,6097
CVS,738,Ridgefield,CT,6877,41.28285782475752,-73.49986284971239,Fairfield County,6098
CVS,3001,Clearwater Beach,FL,33767,27.980964645497274,-82.82681370154025,Pinellas County,6099
CVS,3816,Wilmington,NC,28403,34.209874055936815,-77.88634914907378,New Hanover County,6100
CVS,1031,Roslindale,MA,2131,42.27546345376983,-71.13892507552693,Suffolk County,6101
CVS,2592,Dorchester,MA,2121,42.308897031857455,-71.08202777802946,Suffolk County,6102
CVS,3245,Marianna,FL,32446,30.769071182611327,-85.20409628748894,Jackson County,6103
CVS,535,Saint Pete Beach,FL,33706,27.72304070639396,-82.73913001586914,Pinellas County,6104
CVS,4965,Helena,AL,35080,33.28082229126274,-86.85179002583027,Shelby County,6105
CVS,8158,Macomb,MI,48044,42.64189774794592,-82.93545087799431,Macomb County,6106
CVS,5532,Summerfield,NC,27358,36.19461971541507,-79.8933661480287,Guilford County,6107
CVS,8608,Kansas City,KS,66106,39.04949997192504,-94.68548993834136,Wyandotte County,6108
CVS,6649,Saint Louis Park,MN,55416,44.933636,-93.339689,Hennepin County,6109
CVS,7093,Danbury,CT,6811,41.387294074076905,-73.4887221018524,Fairfield County,6110
CVS,16398,Sterling,VA,20164,39.02578318300005,-77.40028120899996,Loudoun County,6111
CVS,11262,Salem,MA,1970,42.5176634,-70.8890831,Essex County,6112
CVS,10680,Manteno,IL,60950,41.24764224542269,-87.83401019702184,Kankakee County,6113
CVS,5769,Calumet City,IL,60409,41.623658,-87.559519,Cook County,6114
CVS,8144,Shelby Township,MI,48317,42.63992837811764,-83.03220570087433,Macomb County,6115
CVS,5685,Houston,TX,77098,29.7297330092362,-95.41918800026797,Harris County,6116
CVS,4370,Chattanooga,TN,37416,35.08598,-85.190727,Hamilton County,6117
CVS,17856,Kaneohe,HI,96744,21.420089,-157.80323,Honolulu County,6118
CVS,1117,Bohemia,NY,11716,40.75575567104416,-73.11485224750093,Suffolk County,6119
CVS,8238,Chesterfield,MI,48051,42.645564,-82.853503,Macomb County,6120
CVS,5813,Findlay,OH,45840,41.0447412,-83.64190889999999,Hancock County,6121
CVS,1151,Waterbury,CT,6705,41.5389354075517,-72.99660148099066,New Haven County,6122
CVS,1640,Elizabethville,PA,17023,40.557969367854135,-76.78989108482935,Dauphin County,6123
CVS,1098,Enfield,CT,6082,41.99018761941474,-72.57644014433028,Hartford County,6124
CVS,2682,Winsted,CT,6098,41.92031867,-73.05975946,Litchfield County,6125
CVS,1214,Highlands,NJ,7732,40.40562420251554,-74.00401135906579,Monmouth County,6126
CVS,7400,Union City,NJ,7087,40.78115409634648,-74.02189903378917,Hudson County,6127
CVS,3711,Jamestown,NC,27282,36.04427381354125,-79.92665240695892,Guilford County,6128
CVS,7933,Cooper City,FL,33330,26.062753977801034,-80.31450968912965,Broward County,6129
CVS,7231,Houston,TX,77009,29.803763530720737,-95.36058381199838,Harris County,6130
CVS,1380,Arlington,VA,22207,38.898406,-77.122325,Arlington County,6131
CVS,17310,Rowlett,TX,75088,32.9088323,-96.5586559,Dallas County,6132
CVS,9808,San Jose,CA,95123,37.25040702875985,-121.83319646812286,Santa Clara County,6133
CVS,5145,Miami Gardens,FL,33055,25.93921973801197,-80.277867582209,Miami-Dade County,6134
CVS,5066,Patchogue,NY,11772,40.76016710529352,-73.03026320146112,Suffolk County,6135
CVS,7217,Tuscaloosa,AL,35406,33.26087,-87.514811,Tuscaloosa County,6136
CVS,16107,Stockton,CA,95207,37.991658,-121.315242,San Joaquin County,6137
CVS,17473,Fairview Heights,IL,62208,38.57243686131551,-89.9869678169489,St Clair County,6138
CVS,3521,Norfolk,VA,23502,36.84822544550363,-76.21086118767212,,6139
CVS,7011,Columbia,SC,29206,34.02062459314813,-80.96803866757796,Richland County,6140
CVS,4069,Lauderdale By The Sea,FL,33308,26.198234493270736,-80.09674461779097,Broward County,6141
CVS,9686,Los Angeles,CA,90019,34.047025,-118.339279,Los Angeles County,6142
CVS,4260,Savannah,GA,31404,32.031621766050684,-81.09258026629279,Chatham County,6143
CVS,17353,Pace,FL,32571,30.60070250432644,-87.1268510676474,Santa Rosa County,6144
CVS,6769,Woodfin,NC,28804,35.67116322331778,-82.58235729384523,Buncombe County,6145
CVS,3296,Fort Myers,FL,33905,26.674639918553165,-81.8145357360254,Lee County,6146
CVS,1971,Richmond,VA,23234,37.4690757,-77.48252889999999,Richmond city,6147
CVS,4635,Carmel,IN,46033,39.96990435873378,-86.09096588194576,Hamilton County,6148
CVS,3088,Wadsworth,OH,44281,41.035527360816765,-81.72823688015343,Medina County,6149
CVS,17736,Medford,MA,2155,42.4228862,-71.0886822,Middlesex County,6150
CVS,16523,Roanoke,VA,24012,37.30035431,-79.95887105,,6151
CVS,7763,Jasper,TN,37347,35.073768506082345,-85.62011814152052,Marion County,6152
CVS,1201,San Antonio,TX,78229,29.49586817714503,-98.5548444621496,Bexar County,6153
CVS,7215,Mccalla,AL,35111,33.3303472,-86.9989626,Jefferson County,6154
CVS,10360,Livingston,CA,95334,37.386400740000056,-120.7366285,Merced County,6155
CVS,16293,Rohnert Park,CA,94928,38.34649873436331,-122.7206055633724,Sonoma County,6156
CVS,10588,Catonsville,MD,21228,39.263703,-76.699987,Baltimore County,6157
CVS,16848,Orlando,FL,32839,28.493808766907964,-81.43041997648348,Orange County,6158
CVS,1249,Hanson,MA,2341,42.066507,-70.869106,Plymouth County,6159
CVS,1279,Chatham,NJ,7928,40.743703,-74.391179,Morris County,6160
CVS,2989,North Las Vegas,NV,89031,36.260875556597995,-115.20650697872044,Clark County,6161
CVS,16207,Pensacola,FL,32503,30.468552848698437,-87.20858836546543,Escambia County,6162
CVS,16480,Wilmington,NC,28405,34.248912949396264,-77.88067795185243,New Hanover County,6163
CVS,16335,Phoenix,AZ,85044,33.32167492248357,-111.98125027628296,Maricopa County,6164
CVS,16712,Meriden,CT,6451,41.55314234203068,-72.81583634995056,New Haven County,6165
CVS,43,Weymouth,MA,2188,42.207777,-70.956376,Norfolk County,6166
CVS,16633,New Britain,CT,6053,41.71097124983811,-72.76322180219903,Hartford County,6167
CVS,2988,Houston,TX,77027,29.740408,-95.457453,Harris County,6168
CVS,17550,Lewisville,TX,75056,33.063859318624935,-96.88448683356592,Denton County,6169
CVS,3979,Savannah,GA,31410,32.041596943230424,-81.00650070680533,Chatham County,6170
CVS,7426,The Woodlands,TX,77381,30.16727710478933,-95.50418274889546,Montgomery County,6171
CVS,5550,Clover,SC,29710,35.11567983199043,-81.06448084115983,York County,6172
CVS,4483,Columbus,OH,43220,40.064459844886514,-83.09412627412088,Franklin County,6173
CVS,17474,Canton,MI,48188,42.27004206144969,-83.5035066361763,Wayne County,6174
CVS,1959,Pelham Manor,NY,10803,40.89604211030418,-73.80470172586116,Westchester County,6175
CVS,5809,Hawthorne,CA,90250,33.90247621006739,-118.36092502623389,Los Angeles County,6176
CVS,1573,North Hollywood,CA,91602,34.1569878743037,-118.36926117031736,Los Angeles County,6177
CVS,9309,Fort Mohave,AZ,86426,35.0191339656483,-114.59733355790378,Mohave County,6178
CVS,5151,Fort Pierce,FL,34951,27.520571481510288,-80.39774587327882,St Lucie County,6179
CVS,2661,Rocklin,CA,95677,38.790662320000024,-121.22122069999996,Placer County,6180
CVS,2099,Hartford,CT,6112,41.79891852224132,-72.69598760828787,Hartford County,6181
CVS,2838,Rhinebeck,NY,12572,41.92643101871875,-73.91094550919264,Dutchess County,6182
CVS,4947,Montgomery,AL,36108,32.30858083695427,-86.35067610522538,Montgomery County,6183
CVS,593,Derry,NH,3038,42.882644,-71.323944,Rockingham County,6184
CVS,3336,Daleville,VA,24083,37.41613706901886,-79.91117049558198,Botetourt County,6185
CVS,7410,Kennebunk,ME,4043,43.39381813058524,-70.53325099870564,York County,6186
CVS,18026,Saint Peters,MO,63376,38.749118,-90.592175,St. Charles County,6187
CVS,17036,Kissimmee,FL,34746,28.331892461569264,-81.47116793187712,Osceola County,6188
CVS,16654,New Berlin,WI,53151,42.958382029693695,-88.10750728100744,Waukesha County,6189
CVS,6253,Evansville,IN,47714,37.9701327,-87.4931254,Vanderburgh County,6190
CVS,1194,Loris,SC,29569,34.06039660480835,-78.8858512043953,Horry County,6191
CVS,9725,Orange,CA,92868,33.780890983590346,-117.86825877021104,Orange County,6192
CVS,16297,Kearney,NE,68845,40.72191504788516,-99.08598002046348,Buffalo County,6193
CVS,4760,Fayetteville,GA,30214,33.45786990304642,-84.45435063788513,Fayette County,6194
CVS,7175,White Bear Lake,MN,55110,45.08661245464348,-93.007843777791,Ramsey County,6195
CVS,18084,Peoria,IL,61614,40.74599422275495,-89.60999777413559,Peoria County,6196
CVS,5987,Chicago,IL,60625,41.9689816,-87.6794939,Cook County,6197
CVS,8819,Las Vegas,NV,89146,36.15970756879208,-115.2066140689624,Clark County,6198
CVS,17279,Pittsburgh,PA,15237,40.526304211724934,-80.00798067077994,Allegheny County,6199
CVS,8750,Chicago,IL,60630,41.9682735,-87.7670315,Cook County,6200
CVS,17656,East Peoria,IL,61611,40.672705335822656,-89.58361420973753,Tazewell County,6201
CVS,6949,Columbus,OH,43228,39.951647658000795,-83.12978412956001,Franklin County,6202
CVS,10075,Wichita,KS,67208,37.69427467025798,-97.28004370731016,Sedgwick County,6203
CVS,3099,Bay Shore,NY,11706,40.727751427315766,-73.22773111984135,Suffolk County,6204
CVS,242,Holbrook,MA,2343,42.16806092546583,-71.00782305747886,Norfolk County,6205
CVS,580,Miami,FL,33137,25.81933808644277,-80.18822853639108,Miami-Dade County,6206
CVS,48364,Alexandria,VA,22311,38.83612151920589,-77.1129121901436,Alexandria City,6207
CVS,7921,Orlando,FL,32814,28.56683154109275,-81.32799062447747,Orange County,6208
CVS,386,Thompsons Station,TN,37179,35.7850143763891,-86.91319635137917,Williamson County,6209
CVS,17825,Pittsburgh,PA,15219,40.439818,-79.998567,Allegheny County,6210
CVS,9202,Phoenix,AZ,85018,33.4959506,-111.9786205,Maricopa County,6211
CVS,10577,American Fork,UT,84003,40.374853520000045,-111.7861054,Utah County,6212
CVS,7885,Ringgold,GA,30736,34.932961003842685,-85.18316292877662,Catoosa County,6213
CVS,433,Lenox,MA,1240,42.40429910082547,-73.26613344625457,Berkshire County,6214
CVS,16779,Cincinnati,OH,45209,39.16144949526181,-84.42544168978317,Hamilton County,6215
CVS,1099,Lake Charles,LA,70605,30.16926759912371,-93.24990944936872,Calcasieu Parish,6216
CVS,6992,Corpus Christi,TX,78412,27.72366699816592,-97.36127469688655,Nueces County,6217
CVS,10635,Royse City,TX,75189,32.965570357938326,-96.33995165210648,Rockwall County,6218
CVS,9175,San Diego,CA,92117,32.83151264947791,-117.20474062487484,San Diego County,6219
CVS,5714,Omaha,NE,68132,41.26003276256374,-95.98749394429916,Douglas County,6220
CVS,1294,Providence,RI,2906,41.82977746260209,-71.38866847380996,Providence County,6221
CVS,8234,Oakland,MI,48306,42.72691249137938,-83.1971395738926,Oakland County,6222
CVS,10062,Morganville,NJ,7751,40.3856987,-74.2409507,Monmouth County,6223
CVS,3789,Capitol Heights,MD,20743,38.87365289000007,-76.92997876999993,Prince George's County,6224
CVS,2704,Philadelphia,PA,19139,39.95963159491611,-75.21850521116394,Philadelphia County,6225
CVS,17247,North Dartmouth,MA,2747,41.63686778166155,-71.00264351904909,Bristol County,6226
CVS,2743,Cohoes,NY,12047,42.77233763390171,-73.72810062199596,Albany County,6227
CVS,7565,Rocky Mount,VA,24151,37.01519324503804,-79.86657796441804,Franklin County,6228
CVS,851,Bridge City,TX,77611,30.021438581385883,-93.84671340611476,Orange County,6229
CVS,349,Windsor,CT,6095,41.81933723545302,-72.65614091232523,Hartford County,6230
CVS,3246,Cincinnati,OH,45238,39.11786499777549,-84.59810514026243,Hamilton County,6231
CVS,16912,Indianapolis,IN,46237,39.66826453336943,-86.08457226577605,Marion County,6232
CVS,9534,San Jose,CA,95135,37.30076925286352,-121.77116797668648,Santa Clara County,6233
CVS,3212,Lawrence,KS,66049,38.972181,-95.305849,Douglas County,6234
CVS,7611,Allison Park,PA,15101,40.599199783033384,-79.94811829179527,Allegheny County,6235
CVS,16256,Fond Du Lac,WI,54937,43.790517249625154,-88.48491802811624,Fond Du Lac County,6236
CVS,1896,Attleboro,MA,2703,41.952440138401855,-71.27166666090488,Bristol County,6237
CVS,16695,Minnetonka,MN,55345,44.91661465091807,-93.50538040324638,Hennepin County,6238
CVS,3509,Madison Heights,VA,24572,37.438816547258746,-79.12100197418029,Amherst County,6239
CVS,3721,Knoxville,TN,37918,36.02829032480784,-83.9274858687172,Knox County,6240
CVS,17261,Sicklerville,NJ,8081,39.74721677881088,-74.99464586377145,Camden County,6241
CVS,7808,San Antonio,TX,78229,29.511128285548473,-98.58057149767212,Bexar County,6242
CVS,153,Worcester,MA,1605,42.29319257889525,-71.77730450033323,Worcester County,6243
CVS,16460,Raleigh,NC,27613,35.87059898681888,-78.72012345290388,Wake County,6244
CVS,17439,Bessemer,AL,35022,33.3345501,-86.98977789999999,Jefferson County,6245
CVS,5396,Bossier City,LA,71112,32.460412,-93.66328,Bossier Parish,6246
CVS,16143,Okemos,MI,48864,42.72474968952943,-84.41293498501182,Ingham County,6247
CVS,10530,New York,NY,10011,40.7358321,-73.998183,New York County,6248
CVS,6513,Wabash,IN,46992,40.80321408739083,-85.82737050325407,Wabash County,6249
CVS,4618,Lilburn,GA,30047,33.82618722435085,-84.09641839563848,Gwinnett County,6250
CVS,8524,Roscoe,IL,61073,42.432892209101155,-89.0227511508249,Winnebago County,6251
CVS,5789,Suwanee,GA,30024,34.063977,-84.07464,Gwinnett County,6252
CVS,8902,Jacksonville,FL,32246,30.254045844739284,-81.53549122809751,Duval County,6253
CVS,2908,Monroe,NY,10950,41.31921159872063,-74.17584992945196,Orange County,6254
CVS,5791,Litchfield Park,AZ,85340,33.50746340992085,-112.35875758161468,Maricopa County,6255
CVS,18061,Ferguson,MO,63135,38.746388,-90.306473,St. Louis County,6256
CVS,10205,Eminence,KY,40019,38.36972286073069,-85.1794177852571,Henry County,6257
CVS,7103,Williston,VT,5495,44.44683475139298,-73.11162425949762,Chittenden County,6258
CVS,16375,Jacksonville Beach,FL,32250,30.253803207928332,-81.3902696594596,Duval County,6259
CVS,11177,Philadelphia,PA,19130,39.962245325219556,-75.16191679993055,Philadelphia County,6260
CVS,1343,Washington,DC,20016,38.94602174464468,-77.09586493627039,District of Columbia,6261
CVS,2204,Washington,DC,20007,38.91666207862235,-77.09534455483406,District of Columbia,6262
CVS,2060,East Rockaway,NY,11518,40.64483394126487,-73.65961036128282,Nassau County,6263
CVS,3447,Dayton,OH,45415,39.813199,-84.228772,Montgomery County,6264
CVS,10574,Charlotte,NC,28277,35.05051137096407,-80.7689081176127,Mecklenburg County,6265
CVS,4818,Mobile,AL,36619,30.58944,-88.224395,Mobile County,6266
CVS,5014,Lakewood,CA,90712,33.847513,-118.160355,Los Angeles County,6267
CVS,17669,Spokane,WA,99223,47.60913774982532,-117.36498625463103,Spokane County,6268
CVS,17271,Depew,NY,14043,42.87863755386544,-78.69903440772875,Erie County,6269
CVS,4293,Fayetteville,NC,28304,35.04248,-78.960164,Cumberland County,6270
CVS,10670,Dallas,TX,75235,32.8153394,-96.8283557,Dallas County,6271
CVS,3297,Indianapolis,IN,46237,39.695611,-86.062716,Marion County,6272
CVS,9394,Santa Maria,CA,93455,34.86642240271732,-120.41799510059433,Santa Barbara County,6273
