GEOID,Longitude,Latitude
10730016003,-86.80921685525715,33.538553957693374
10239568005,-88.17017680218315,32.06439159298119
10279589004,-85.77653215995133,33.31591256941963
10770118012,-87.32075597264199,34.88622775750188
11190115005,-88.30353043421451,32.48405386866084
10730004001,-86.76863875609082,33.56598287644816
11250106033,-87.10958077532294,33.25464301872711
11056871002,-87.4619646914992,32.43095041328937
10499601022,-85.71096079062441,34.687711342577806
10750301023,-88.09777435367097,33.77015603886231
11290440004,-88.26547434655059,31.55192405568437
11030051013,-87.09459753788074,34.593508055748224
11056870023,-87.35154441952066,32.65413397153092
10670305002,-85.3326593382683,31.37691427731982
10610505003,-85.62036812852784,31.093647945171764
10419637004,-86.28401734951204,31.78281350698406
10310105005,-86.0920366307992,31.4662599507487
11270211001,-87.53341893675874,33.912346649460126
10599734002,-88.12898364831896,34.45447560227733
10630601011,-87.9313066425047,32.83514130429986
10810420052,-85.11774773315065,32.51835198681298
11339655032,-87.13148336539373,34.08613755653718
10059503001,-85.5122650735223,31.78400717375021
10550106013,-85.87109048995654,33.98985040799024
10857811001,-86.66913574530673,32.15572166584579
10499606023,-85.97723858660427,34.36672829943022
11010058001,-86.27321078978275,32.081692104273046
11290442005,-87.97299549288795,31.19239015842225
10799792022,-87.42979276914228,34.65870323653351
10439642011,-86.68436905920079,34.23493983953945
10730108063,-86.6758239894473,33.52595289707532
10719503022,-85.8223870546142,34.869485576879995
10510302001,-86.27167935989749,32.70711573425937
10399630004,-86.3145559837654,31.004683178947605
10179540022,-85.41530326878026,32.92764686007701
10730057021,-86.86932679151195,33.47470885716312
10890009022,-86.55849280101461,34.745941174779325
10970040002,-88.10190199205266,30.741261947532635
11130312003,-85.10099315834647,32.24507604068444
10450211023,-85.69633124654642,31.313292721153804
10690419024,-85.22601943429896,31.125394419175308
10830201041,-86.81372559301731,34.93403576636487
10010210002,-86.67125704916448,32.57435039602334
11150402133,-86.29444474034803,33.50491294204152
10950302041,-86.237174509938,34.49059946263092
10919730023,-87.77090220533647,32.30496174283506
10970022002,-88.10068307584547,30.638958632588352
11270214003,-87.27412536389281,33.71505190872898
10179547003,-85.18067280982156,32.78099428278418
10730011006,-86.88501260976648,33.533519940406045
10830204032,-87.15431204175907,34.81593461953286
10650400002,-87.69179217529472,32.97392410075026
10090507011,-86.64018336515933,33.85296382709288
10719504002,-86.28034542555362,34.85766107829667
10810416002,-85.36500698300131,32.6589002932593
10730005002,-86.76460210803481,33.538621008407524
10610501004,-86.04493258270848,31.1310610702322
11170303501,-86.91523658675088,33.29619059174449
10990762001,-87.52989284576798,31.33380012538497
10259578002,-87.72822389797392,31.707154655173618
10730122002,-87.17334477497342,33.53053929344062
10510309013,-86.38779522387975,32.56886496176682
10239567001,-88.25883192910518,32.20312219475241
10550004002,-86.01134201973227,34.050855957668006
10730143011,-86.95723884672293,33.36179405622025
11030054052,-86.74237642758727,34.49504708167084
10939641001,-87.82736800830952,34.289632535518905
10139534001,-86.72747616364637,31.62585331695625
10730014002,-86.83621923018855,33.525654014677244
10670302003,-85.24116919704561,31.537856115042427
10750302003,-88.15934064485648,33.54883513310952
10499604022,-85.81984741982444,34.51012277606562
10970036022,-88.19886874275394,30.70361801294261
11250107062,-87.33255157969914,33.17200544770522
10479571002,-86.94752666815924,32.274957888345305
10030116031,-87.46154517815377,30.37575020473696
10770116033,-87.53143117156296,34.902288319538734
10090504004,-86.47645957482007,34.11392874378139
10730111173,-86.61448981850572,33.68649564203851
10150013002,-85.87362239128404,33.64972428303053
10330205003,-87.706877856677,34.73368425287318
10730136012,-86.94074605825274,33.43727435634796
10970056012,-88.03550015322975,30.872119178780924
11150403022,-86.17481413047173,33.785335365761206
10330210003,-87.97183308781406,34.756684816501725
10730034003,-86.90562481270598,33.50292437832731
11110002003,-85.39170301838946,33.39195826429789
11339656023,-87.36348398888568,34.16626615164346
11010011002,-86.32993414922231,32.36567496742096
10730059103,-86.72460168022268,33.62426425896139
10299596002,-85.55478892212938,33.64205267272941
10570204002,-87.62377118984193,33.64322574734846
10970071014,-88.19038775716878,30.53820738486733
10030109032,-87.74226029335273,30.59593828755416
10550017002,-85.94950190467371,33.973626715189795
10210604012,-86.753478372248,32.92953994495077
10239569004,-88.25166964746427,31.86351454052249
10439655021,-86.9886165015886,34.014616416421084
11190113012,-88.20673331944265,32.695162390626905
10450203002,-85.57379315926732,31.382251539839185
