State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
55,1,950100,55001950100,2968,94.24,0.0,0.0,0.0,0.0,3.5,3.71,1.38,59.5,39.12,white_alone
55,1,950201,55001950201,1224,95.34,0.0,0.0,0.0,0.0,1.72,8.09,4.58,63.48,31.94,white_alone
55,1,950203,55001950203,861,94.31,0.23,0.12,0.35,0.0,1.16,20.28,8.94,62.95,28.11,white_alone
55,1,950204,55001950204,1664,95.49,0.42,1.02,0.0,0.0,1.2,8.11,6.43,60.46,33.11,white_alone
55,1,950400,55001950400,4708,87.83,1.42,0.0,2.8,0.0,5.99,17.19,5.16,66.5,25.45,white_alone
55,1,950501,55001950501,1586,95.59,0.0,0.63,0.0,0.0,3.53,21.12,5.3,61.22,33.48,white_alone
55,1,950502,55001950502,3553,78.36,10.72,2.31,0.14,0.0,6.42,13.56,5.15,46.33,20.86,white_alone
55,1,950700,55001950700,3644,92.86,1.84,1.02,0.08,0.08,3.16,6.72,3.65,72.23,24.12,white_alone
55,3,940000,55003940000,1874,45.68,1.28,44.72,0.27,0.0,5.23,16.37,6.88,75.61,17.5,other
55,3,950300,55003950300,2930,79.76,0.82,7.82,1.3,0.0,4.71,19.71,2.73,77.71,19.42,white_alone
55,3,950400,55003950400,2175,89.1,0.0,6.94,0.0,0.97,2.44,11.95,3.49,70.85,19.49,white_alone
55,3,950500,55003950500,2153,89.5,0.0,1.76,0.09,0.0,2.0,8.22,3.99,79.05,16.95,white_alone
55,3,950600,55003950600,1290,94.42,0.0,1.63,0.47,0.0,2.33,10.68,2.17,71.47,24.19,white_alone
55,3,950700,55003950700,2125,97.18,0.05,0.47,0.0,0.0,0.99,8.05,7.06,69.69,23.25,white_alone
55,3,950800,55003950800,2977,81.86,2.35,4.64,1.21,2.22,2.72,29.48,7.32,73.3,17.84,white_alone
55,5,100,55005000100,3818,95.73,0.0,0.39,0.34,0.0,2.83,7.7,5.58,68.39,25.85,white_alone
55,5,200,55005000200,3977,85.42,0.15,1.84,0.0,0.0,7.44,18.77,6.81,67.76,24.34,white_alone
55,5,300,55005000300,3939,92.66,1.19,0.86,0.53,0.0,2.44,8.79,6.63,67.81,25.56,white_alone
55,5,400,55005000400,5373,80.07,8.97,1.12,0.93,0.0,7.17,12.42,9.77,67.84,18.7,white_alone
55,5,500,55005000500,4770,95.7,0.0,0.42,1.13,0.0,0.36,15.43,9.04,64.34,26.18,white_alone
55,5,601,55005000601,2249,96.0,0.0,0.58,1.6,0.0,0.84,15.87,7.69,68.39,23.39,white_alone
55,5,602,55005000602,3541,93.5,0.31,0.93,0.2,0.0,2.49,14.43,7.0,70.32,19.2,white_alone
55,5,800,55005000800,5505,95.66,1.33,0.0,0.71,0.0,0.82,7.52,4.4,76.39,19.18,white_alone
55,5,900,55005000900,4908,96.35,0.18,0.41,0.2,0.0,2.0,9.96,8.33,70.88,19.5,white_alone
55,5,1001,55005001001,1737,99.42,0.58,0.0,0.0,0.0,0.0,9.73,9.15,65.0,25.85,white_alone
55,5,1003,55005001003,1534,98.04,0.0,0.39,0.91,0.0,0.65,9.95,4.3,64.54,31.16,white_alone
55,5,1004,55005001004,3831,95.88,0.42,1.44,1.23,0.0,0.57,15.94,10.65,65.73,21.35,white_alone
55,7,960100,55007960100,3058,51.86,0.69,37.9,0.82,0.0,4.35,19.72,7.68,67.69,24.62,white_alone
55,7,960200,55007960200,1791,92.74,0.67,2.68,0.0,0.0,2.62,8.77,5.64,62.98,31.27,white_alone
55,7,960300,55007960300,3414,88.78,0.15,3.72,0.44,0.0,2.64,10.71,4.25,69.74,22.99,white_alone
55,7,960401,55007960401,1841,96.03,0.05,1.14,0.54,0.0,0.54,13.12,3.26,65.02,31.72,white_alone
55,7,960402,55007960402,3041,91.42,0.13,3.88,0.66,0.0,1.35,7.09,7.76,72.84,19.24,white_alone
55,7,960600,55007960600,1943,97.89,0.15,0.41,0.36,0.0,0.51,7.48,4.37,58.52,37.11,white_alone
55,9,100,55009000100,2374,72.24,5.52,1.85,9.31,0.0,7.88,18.33,10.45,75.36,14.2,white_alone
55,9,200,55009000200,6011,77.19,4.94,3.58,0.82,0.0,6.21,17.27,3.24,82.53,14.22,white_alone
55,9,302,55009000302,4237,69.03,5.88,2.01,13.48,0.0,3.75,17.62,5.9,64.39,29.71,white_alone
55,9,303,55009000303,2935,73.76,12.4,5.32,2.83,0.0,1.91,26.85,3.07,77.58,13.76,white_alone
