State,County,Tract,GEOID,population,white_alone,black_alone,aian_alone,asian_alone,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
25,1,10100,25001010100,2972,87.25,1.95,0.0,2.32,0.0,6.33,10.1,2.42,73.55,24.02,white_alone
25,1,10206,25001010206,3662,82.77,2.54,0.0,0.57,0.0,7.26,11.05,2.46,68.02,29.52,white_alone
25,1,10208,25001010208,1076,96.28,3.53,0.0,0.0,0.0,0.09,6.69,2.14,77.42,20.45,white_alone
25,1,10304,25001010304,2495,92.67,0.76,0.0,5.65,0.0,0.28,6.05,1.6,63.97,34.43,white_alone
25,1,10306,25001010306,2401,93.63,0.0,1.17,0.0,0.0,0.96,8.37,2.58,65.93,31.49,white_alone
25,1,10400,25001010400,2997,91.79,3.84,0.0,2.4,0.0,1.97,12.49,1.33,57.49,40.04,white_alone
25,1,10500,25001010500,2815,97.87,0.11,0.0,0.25,0.0,1.78,5.97,2.2,58.76,39.04,white_alone
25,1,10600,25001010600,2959,95.44,1.28,0.0,0.0,0.0,2.33,4.17,0.98,52.72,41.97,white_alone
25,1,10700,25001010700,3050,94.23,1.15,0.0,3.74,0.0,0.89,9.47,3.25,57.34,38.82,white_alone
25,1,10800,25001010800,4393,98.18,0.14,0.0,0.0,0.0,0.55,8.46,2.75,67.54,26.61,white_alone
25,1,10900,25001010900,5418,94.26,0.04,0.0,1.09,0.0,2.42,5.64,1.2,68.57,27.56,white_alone
25,1,11002,25001011002,4080,89.07,1.08,0.0,0.34,0.0,5.1,7.79,2.62,68.11,26.64,white_alone
25,1,11100,25001011100,4670,99.38,0.0,0.0,0.3,0.15,0.17,1.54,4.86,70.45,24.69,white_alone
25,1,11200,25001011200,3418,89.79,6.14,0.0,0.0,0.0,1.55,6.06,3.16,52.34,44.09,white_alone
25,1,11300,25001011300,2471,93.04,0.0,0.0,1.7,0.0,0.36,2.95,4.13,53.26,42.61,white_alone
25,1,11400,25001011400,3068,92.14,1.04,2.48,1.73,0.0,2.61,7.17,2.38,57.76,39.86,white_alone
25,1,11500,25001011500,3557,83.41,4.53,0.0,0.14,0.0,9.5,10.59,2.16,63.85,31.26,white_alone
25,1,11600,25001011600,2933,86.67,6.48,0.0,0.27,0.0,5.25,14.16,5.18,62.05,32.77,white_alone
25,1,11700,25001011700,1898,94.42,1.95,0.0,0.0,0.42,2.42,7.64,4.85,58.69,36.46,white_alone
25,1,11801,25001011801,2219,99.59,0.0,0.0,0.41,0.0,0.0,3.97,0.45,51.37,48.17,white_alone
25,1,11802,25001011802,4011,93.14,1.25,0.0,3.14,0.0,2.04,10.14,1.5,61.81,36.7,white_alone
25,1,12001,25001012001,5542,89.17,1.37,0.0,1.1,0.0,4.66,2.74,5.32,48.36,44.28,white_alone
25,1,12002,25001012002,2645,85.41,1.59,0.0,4.23,0.0,3.4,6.93,2.27,69.45,27.86,white_alone
25,1,12101,25001012101,5655,70.33,15.63,0.0,2.02,0.0,8.47,2.6,4.81,75.9,19.29,white_alone
25,1,12102,25001012102,3220,89.57,2.92,1.4,1.24,0.0,1.09,11.03,3.7,60.81,34.63,white_alone
25,1,12200,25001012200,4564,96.91,1.34,0.0,0.68,0.0,0.0,0.09,3.44,77.15,19.08,white_alone
25,1,12502,25001012502,3536,65.78,16.88,1.41,1.3,0.0,11.57,16.79,10.83,63.35,25.82,white_alone
